is_extra,ser_num,borough,sex,race,age_bucket,was_frisked,contraband_found,gun_found,weapon_found,arrest_made,summons_issued,physical_force_used,reason_for_stop_2,was_frisked,reason_for_frisk
0,7941,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Inappropriate attire for season
0,4941,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Inappropriate attire for season
0,5772,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Inappropriate attire for season
0,2535,Queens,Female,Asian/Pacific Islander,20 to 29,Frisked,No contraband found,No gun found,No weapon found,Arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Inappropriate attire for season
0,2485,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Frisked,Inappropriate attire for season
0,402,Manhattan,Male,White Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Frisked,Inappropriate attire for season
0,3173,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Frisked,Inappropriate attire for season
0,4278,Manhattan,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Inappropriate attire for season
0,161,Bronx,Male,Black Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Inappropriate attire for season
0,6610,Bronx,Male,Black Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Inappropriate attire for season
0,1980,Queens,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Suspect acting as a lookout,Frisked,Inappropriate attire for season
0,106,Bronx,Male,Black Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Wearing clothes commonly used in a crime,Frisked,Inappropriate attire for season
0,4638,Queens,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Knowledge of prior criminal behavior
0,9931,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,Weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Knowledge of prior criminal behavior
0,3136,Queens,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Knowledge of prior criminal behavior
0,3576,Bronx,Male,White Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Carrying suspicious object,Frisked,Other suspicion of weapons
0,6178,Queens,Male,White Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Casing a victim or location,Frisked,Other suspicion of weapons
0,5499,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Other suspicion of weapons
0,10849,Queens,Male,White Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,Arrest made,No summons issued,Force not used,Furtive movements,Frisked,Other suspicion of weapons
0,1105,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Other suspicion of weapons
0,9106,Brooklyn,Male,White Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Actions indicative of a drug transaction,Frisked,Refuse to comply with officer directions
0,5436,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Actions of engaging in a violent crime,Frisked,Refuse to comply with officer directions
0,2301,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Casing a victim or location,Frisked,Refuse to comply with officer directions
0,12708,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Refuse to comply with officer directions
0,1143,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,Arrest made,No summons issued,Force not used,Fits a relevant description,Frisked,Refuse to comply with officer directions
0,1158,Brooklyn,Male,White Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Refuse to comply with officer directions
0,913,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Refuse to comply with officer directions
0,940,Queens,Female,White,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Suspect acting as a lookout,Frisked,Refuse to comply with officer directions
0,15422,Brooklyn,Male,White Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Suspicious bulge
0,18185,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Other,Frisked,Suspicious bulge
0,5846,Queens,Male,White,20 to 29,Frisked,No contraband found,No gun found,Weapon found,No arrest made,No summons issued,Force not used,Suspicious bulge,Frisked,Suspicious bulge
0,9659,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Suspicious bulge,Frisked,Suspicious bulge
0,9096,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Actions of engaging in a violent crime,Frisked,Violent crime suspected
0,439,Staten Island,Female,White,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Casing a victim or location,Frisked,Violent crime suspected
0,5651,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Violent crime suspected
0,6876,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Casing a victim or location,Frisked,Violent crime suspected
0,3741,Brooklyn,Male,White Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Violent crime suspected
0,2702,Manhattan,Male,Black Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Casing a victim or location,Frisked,Violent crime suspected
0,8181,Brooklyn,Male,White Hispanic,20 to 29,Frisked,Contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Violent crime suspected
0,5456,Queens,Male,Other,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Violent crime suspected
0,6670,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Violent crime suspected
0,3720,Queens,Male,White,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Violent crime suspected
0,3005,Brooklyn,Male,White Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,Arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Violent crime suspected
0,425,Manhattan,Male,White,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Violent crime suspected
0,1065,Brooklyn,Male,White,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Frisked,Violent crime suspected
0,3605,Bronx,Male,Other,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Violent crime suspected
0,3037,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Violent crime suspected
0,1417,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Violent crime suspected
0,10863,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Violent crime suspected
0,10159,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Violent crime suspected
0,21418,Manhattan,Male,Asian/Pacific Islander,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Violent crime suspected
0,4303,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Violent crime suspected
0,9769,Brooklyn,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Suspect acting as a lookout,Frisked,Violent crime suspected
0,6178,Bronx,Male,White Hispanic,20 to 29,Frisked,Contraband found,No gun found,No weapon found,Arrest made,No summons issued,Force not used,Suspicious bulge,Frisked,Suspicious bulge
0,2337,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force not used,Furtive movements,Frisked,Actions of engaging in a violent crime
0,1731,Brooklyn,Male,White Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force used,Casing a victim or location,Frisked,Furtive movements
0,4986,Bronx,Male,White Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force not used,Furtive movements,Frisked,Furtive movements
0,6275,Queens,Female,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force used,Furtive movements,Frisked,Furtive movements
0,5123,Bronx,Male,Black Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force used,Other,Frisked,Furtive movements
0,2821,Queens,Male,Black Hispanic,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force not used,Actions indicative of a drug transaction,Frisked,Refuse to comply with officer directions
0,863,Bronx,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force used,Furtive movements,Frisked,Refuse to comply with officer directions
0,5525,Manhattan,Male,Black,20 to 29,Frisked,No contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force not used,Casing a victim or location,Frisked,Violent crime suspected
0,4258,Brooklyn,Female,White Hispanic,20 to 29,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Actions indicative of a drug transaction,Not frisked,do_not_include
0,1326,Queens,Male,Black Hispanic,20 to 29,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Actions of engaging in a violent crime,Not frisked,do_not_include
0,620,Manhattan,Male,Other,20 to 29,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,396,Brooklyn,Male,White,20 to 29,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,8110,Brooklyn,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,11192,Brooklyn,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,10170,Brooklyn,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,2120,Brooklyn,Male,White,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,6028,Brooklyn,Female,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,7943,Brooklyn,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,9737,Queens,Male,Black Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,1364,Brooklyn,Male,White,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,4268,Bronx,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,3021,Queens,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,6390,Bronx,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,5634,Queens,Male,Black Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,3078,Manhattan,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,1219,Manhattan,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Not frisked,do_not_include
0,1189,Manhattan,Female,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Not frisked,do_not_include
0,1200,Manhattan,Male,Black Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Not frisked,do_not_include
0,3624,Brooklyn,Male,Asian/Pacific Islander,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,Arrest made,No summons issued,Force not used,Fits a relevant description,Not frisked,do_not_include
0,5395,Manhattan,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Not frisked,do_not_include
0,2142,Queens,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Not frisked,do_not_include
0,3131,Manhattan,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Not frisked,do_not_include
0,2305,Queens,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Not frisked,do_not_include
0,4620,Bronx,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Not frisked,do_not_include
0,8735,Queens,Female,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Not frisked,do_not_include
0,2247,Brooklyn,Female,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Not frisked,do_not_include
0,8064,Queens,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Not frisked,do_not_include
0,3687,Brooklyn,Female,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Not frisked,do_not_include
0,24542,Manhattan,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Not frisked,do_not_include
0,2782,Manhattan,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Furtive movements,Not frisked,do_not_include
0,10972,Brooklyn,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Other,Not frisked,do_not_include
0,356,Brooklyn,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Other,Not frisked,do_not_include
0,9278,Brooklyn,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Other,Not frisked,do_not_include
0,774,Manhattan,Male,White,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Other,Not frisked,do_not_include
0,5582,Queens,Female,Asian/Pacific Islander,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Other,Not frisked,do_not_include
0,2045,Staten Island,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Suspect acting as a lookout,Not frisked,do_not_include
0,330,Manhattan,Female,White,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Suspect acting as a lookout,Not frisked,do_not_include
0,626,Brooklyn,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Suspect acting as a lookout,Not frisked,do_not_include
0,4064,Queens,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Suspect acting as a lookout,Not frisked,do_not_include
0,2768,Manhattan,Male,Black,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Wearing clothes commonly used in a crime,Not frisked,do_not_include
0,5006,Queens,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Carrying suspicious object,Not frisked,do_not_include
0,4533,Queens,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force not used,Actions indicative of a drug transaction,Not frisked,do_not_include
0,9341,Bronx,Male,White Hispanic,30 to 39,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force not used,Fits a relevant description,Not frisked,do_not_include
0,2295,Brooklyn,Male,White Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Actions indicative of a drug transaction,Frisked,Actions of engaging in a violent crime
0,5112,Brooklyn,Male,White Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Actions of engaging in a violent crime
0,2880,Queens,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,Arrest made,No summons issued,Force used,Carrying suspicious object,Frisked,Furtive movements
0,2072,Brooklyn,Male,White,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Casing a victim or location,Frisked,Furtive movements
0,12875,Brooklyn,Male,Black Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Furtive movements
0,5891,Queens,Male,White,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Furtive movements
0,500,Queens,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Casing a victim or location,Frisked,Furtive movements
0,7742,Staten Island,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Furtive movements
0,4034,Queens,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Furtive movements
0,2934,Manhattan,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Frisked,Furtive movements
0,604,Brooklyn,Male,White Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Furtive movements
0,3988,Bronx,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Furtive movements
0,2731,Bronx,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Furtive movements
0,5304,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Furtive movements
0,2142,Bronx,Male,White Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Furtive movements,Frisked,Furtive movements
0,2549,Manhattan,Male,Black Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Suspect acting as a lookout,Frisked,Furtive movements
0,4327,Manhattan,Male,White Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Actions indicative of a drug transaction,Frisked,Inappropriate attire for season
0,2190,Bronx,Male,White Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Inappropriate attire for season
0,10281,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Inappropriate attire for season
0,528,Bronx,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Inappropriate attire for season
0,12053,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Other,Frisked,Inappropriate attire for season
0,3532,Manhattan,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Other suspicion of weapons
0,3423,Queens,Male,White,30 to 39,Frisked,No contraband found,No gun found,No weapon found,Arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Other suspicion of weapons
0,8357,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Other suspicion of weapons
0,6019,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Other,Frisked,Other suspicion of weapons
0,2241,Manhattan,Male,White Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Other,Frisked,Refuse to comply with officer directions
0,1002,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Suspicious bulge,Frisked,Refuse to comply with officer directions
0,1343,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Refuse to comply with officer directions
0,1527,Manhattan,Male,White Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Refuse to comply with officer directions
0,12130,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Suspicious bulge,Frisked,Suspicious bulge
0,16063,Manhattan,Female,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Verbal threats by suspect
0,4648,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,Arrest made,No summons issued,Force used,Carrying suspicious object,Frisked,Violent crime suspected
0,4469,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Casing a victim or location,Frisked,Violent crime suspected
0,3654,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Violent crime suspected
0,2528,Queens,Male,White Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Violent crime suspected
0,11665,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Violent crime suspected
0,4598,Queens,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Casing a victim or location,Frisked,Violent crime suspected
0,3590,Manhattan,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Violent crime suspected
0,5358,Brooklyn,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Fits a relevant description,Frisked,Violent crime suspected
0,4938,Manhattan,Male,White Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,Arrest made,No summons issued,Force not used,Fits a relevant description,Frisked,Violent crime suspected
0,2791,Manhattan,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Violent crime suspected
0,3505,Bronx,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Violent crime suspected
0,9850,Brooklyn,Male,Black Hispanic,30 to 39,Frisked,Contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Fits a relevant description,Frisked,Violent crime suspected
0,6413,Queens,Male,Black Hispanic,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Furtive movements,Frisked,Violent crime suspected
0,1755,Queens,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Furtive movements,Frisked,Violent crime suspected
0,369,Queens,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force used,Furtive movements,Frisked,Violent crime suspected
0,213,Queens,Male,Black,30 to 39,Frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Suspect acting as a lookout,Frisked,Violent crime suspected
0,6035,Brooklyn,Male,Black,30 to 39,Frisked,Contraband found,No gun found,No weapon found,Arrest made,No summons issued,Force not used,Casing a victim or location,Frisked,Violent crime suspected
0,10955,Brooklyn,Male,White Hispanic,40 to 49,Frisked,No contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force not used,Other,Frisked,Furtive movements
0,4898,Bronx,Male,Black,40 to 49,Frisked,Contraband found,No gun found,No weapon found,No arrest made,Summons issued,Force not used,Actions indicative of a drug transaction,Frisked,Refuse to comply with officer directions
0,10577,Brooklyn,Female,White Hispanic,40 to 49,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Actions indicative of a drug transaction,Not frisked,do_not_include
0,1186,Manhattan,Male,Black,40 to 49,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,4486,Brooklyn,Male,White,40 to 49,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
0,1538,Brooklyn,Male,White,40 to 49,Not frisked,No contraband found,No gun found,No weapon found,No arrest made,No summons issued,Force not used,Casing a victim or location,Not frisked,do_not_include
